îNåéì˙,ç~êÖó ÇÃçáåv(mm),1éûä‘ç~êÖó ÇÃç≈ëÂ(mm),ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé),ç≈ëÂèuä‘ïóë¨(m/s),ç≈ëÂèuä‘ïóë¨ÇÃïóå¸,ç≈ëΩïóå¸(16ï˚à ),ì˙è∆éûä‘(éûä‘),ç≈ê[êœê·(cm),ç~ê·ó çáåv(cm)
1988/2/21,,,-6.8,-4.5,-14.8,,,ñkêº,0,353,5
1988/2/22,,,-8.9,-2.3,-15.9,,,ñkñkìå,6.8,346,0
1988/2/23,5,1,-3.2,1,-10,,,ñkìå,0,332,8
1988/2/24,1,1,-2.8,-1.7,-4.1,,,ñkêº,0,330,6
1988/2/25,0,0,-2.8,-1.5,-4.9,,,ñkìå,0.1,327,3
1988/2/26,0,0,-2,-0.2,-4.1,,,êº,1.8,315,3
1988/2/27,0,0,-2.6,-1.8,-5,,,êºñkêº,0,309,1
1988/2/28,9,3,-3.4,-0.7,-5.1,,,êº,0.4,316,17
1988/2/29,2,1,-2.3,0.1,-4.3,,,ñkñkìå,0,320,5
1988/3/1,2,1,-1.3,0.2,-3.5,,,ñkìå,0,311,6
1988/3/2,3,1,0.2,1.9,-1,,,ìåñkìå,0,312,5
1988/3/3,23,2,-1.5,0,-3.8,,,êºñkêº,0,333,36
1988/3/4,4,1,-3.7,-1.9,-8.3,,,ìåìÏìå,0.2,334,3
1988/3/5,1,1,-1.8,1.7,-8.6,,,ìåñkìå,1.2,325,2
1988/3/6,10,2,-3.2,0,-8.2,,,ìåñkìå,1.2,329,18
1988/3/7,14,2,-2.5,-0.3,-5.7,,,êº,0,344,23
1988/3/8,11,4,-3.9,-2.8,-4.9,,,êºñkêº,0,355,32
1988/3/9,6,1,-4.9,-2.6,-9.2,,,ìå,0.1,366,11
1988/3/10,1,1,-2.4,1.9,-9.4,,,ñkêº,0,347,3
1988/3/11,0,0,-0.6,6.8,-10.9,,,ìÏêº,6.4,333,3
1988/3/12,20,3,3.6,9.1,0.6,,,êº,0.2,323,3
1988/3/13,0,0,4.3,8,-0.4,,,êº,8.4,311,3
1988/3/14,0,0,3.6,10,-1.9,,,êº,9.1,302,1
1988/3/15,15,4,-1.5,2.6,-7.6,,,êº,0,303,13
1988/3/16,4,1,-2.8,-0.1,-7.3,,,êº,1.5,309,10
1988/3/17,0,0,0.6,2.7,-1.4,,,ñkñkìå,0,298,2
1988/3/18,5,1,1.5,4.1,-0.6,,,ìåñkìå,0,296,3
1988/3/19,2,2,1.2,4.9,-3.2,,,êºñkêº,3.8,293,2
1988/3/20,0,0,-0.5,1.3,-4,,,ñkñkìå,0.3,290,0
1988/3/21,0,0,0.1,4.8,-6.4,,,ìåñkìå,5,288,2
1988/3/22,18,2,2.1,4.2,0.6,,,ìåñkìå,0,284,1
1988/3/23,4,1,2.7,5.2,0.6,,,ñkñkìå,0.3,282,2
1988/3/24,1,1,-1.1,0.7,-2.9,,,êºñkêº,4.6,279,6
1988/3/25,0,0,0.9,4.2,-3.1,,,ñkñkìå,6.9,273,0
1988/3/26,0,0,1.1,4,-2.9,,,ìåñkìå,0.1,272,2
1988/3/27,1,1,1.2,3.3,-0.7,,,êº,0.7,269,2
1988/3/28,0,0,0.5,4.7,-6.4,,,ñkñkìå,9.1,266,0
1988/3/29,0,0,2.5,6.7,-2.6,,,ñkìå,8.2,262,0
1988/3/30,0,0,1.4,4,-1.9,,,ìåñkìå,6.7,256,2
1988/3/31,0,0,0,3.1,-4.4,,,ìåñkìå,2.2,251,0
1988/4/1,0,0,-0.7,4.5,-6.7,,,ñkìå,10.3,246,2
1988/4/2,0,0,1.6,8.4,-4.2,,,êºìÏêº,9.3,242,2
1988/4/3,0,0,3.2,9.5,-2,,,ñkìå,9.8,235,4
1988/4/4,0,0,2.5,8,-3.4,,,ñkìå,6.1,232,2
1988/4/5,6,4,3.1,7.5,-1.8,,,ñkìå,1.6,225,4
1988/4/6,10,2,3.9,8.4,1.8,,,êºñkêº,1.7,221,3
1988/4/7,1,1,2.5,4.3,0.5,,,êº,2.6,215,1
1988/4/8,5,2,0.1,2.5,-3.2,,,ìåñkìå,0.1,220,10
1988/4/9,0,0,0.1,5.4,-6.2,,,ñkêº,10.3,213,2
1988/4/10,0,0,1.6,7.6,-4.6,,,ñkñkêº,6.5,209,3
1988/4/11,0,0,3.9,11.4,-2.5,,,êºìÏêº,8.9,203,3
1988/4/12,0,0,5.9,13,0.3,,,ìÏ,0,197,7
1988/4/13,4,1,5.1,7.6,2.3,,,êºìÏêº,0.3,193,3
1988/4/14,2,1,6.1,14.8,1.5,,,êºñkêº,8.7,190,3
1988/4/15,50,7,1.6,5,-0.8,,,êºìÏêº,1.4,182,7
1988/4/16,4,3,3.7,7.6,-1.6,,,êº,10.1,183,6
1988/4/17,0,0,4.3,13.1,-3.3,,,êº,11.5,177,4
1988/4/18,7,5,8.9,15.8,-0.6,,,ìÏìÏìå,6.3,171,2
1988/4/19,13,4,5.7,8.7,2.2,,,ñk,1.4,162,3
1988/4/20,0,0,6.3,10.7,1.4,,,ñkñkêº,3.4,157,5
1988/4/21,8,3,5.3,11.6,0.2,,,ìå,4.5,147,4
1988/4/22,8,2,5.2,8.3,3.3,,,ñkêº,0,140,5
1988/4/23,5,1,5.3,9.5,1.1,,,êºìÏêº,5.3,133,4
1988/4/24,15,4,3.6,6.3,1.1,,,êºñkêº,1.5,126,4
1988/4/25,5,2,3.4,7.3,-0.5,,,êº,0.7,123,3
1988/4/26,0,0,10.4,14.9,1.7,,,êº,10.9,120,2
1988/4/27,0,0,11.3,18,3.6,,,ìÏêº,11.4,107,7
1988/4/28,0,0,10.2,20,3,,,êºìÏêº,11,98,6
1988/4/29,15,3,7.7,13.2,4.3,,,êºìÏêº,0,90,8
1988/4/30,10,3,8.9,13.2,3.3,,,êº,1.2,85,13
1988/5/1,0,0,11.5,23.3,2.8,,,êºìÏêº,8.5,74,6
1988/5/2,4,2,8.2,12,5.5,,,êº,0.7,64,8
1988/5/3,0,0,9.5,13.9,2.3,,,ìÏêº,7,57,6
1988/5/4,4,4,9.1,13.1,6.5,,,ñkìå,0,47,3
1988/5/5,3,1,6.7,9.3,2.9,,,êºìÏêº,0.6,41,5
1988/5/6,12,3,7.1,11.3,1.9,,,êº,7.1,34,1
1988/5/7,8,2,4.9,8.1,2.2,,,ìåñkìå,0,23,7
1988/5/8,10,3,6.2,10,1.8,,,êºìÏêº,7,20,5
1988/5/9,0,0,7,12.3,2.5,,,ñk,8.2,6,3
1988/5/10,0,0,10.1,15.4,4.7,,,ìÏ,0.2,0,0
1988/5/11,0,0,11.4,18.4,4.6,,,ñkìå,2,,
1988/5/12,21,4,10.3,13.9,7.9,,,ñk,0,,
1988/5/13,142,11,8.8,9.6,7.5,,,êº,0,,
1988/5/14,4,3,11.3,16.7,6.4,,,êºñkêº,10,,
1988/5/15,0,0,11.3,18.1,5.7,,,ìÏêº,0.5,,
1988/5/16,1,1,11.3,18,6,,,ñkìå,5.8,,
1988/5/17,0,0,14.4,24.3,4.5,,,ñkìå,10.1,,
1988/5/18,0,0,14.6,22.8,7.2,,,êºìÏêº,9.7,,
1988/5/19,0,0,15,24.1,7.6,,,ñkìå,7.1,,
1988/5/20,0,0,18.6,29,8.3,,,ñkñkìå,10.9,,
1988/5/21,0,0,14,19.1,9.1,,,ìÏêº,0,,
1988/5/22,7,2,12.8,19.6,7.3,,,ìÏìÏêº,0,,
1988/5/23,30,4,8,9.8,6.3,,,ìåìÏìå,0,,
1988/5/24,0,0,9,12.9,6.5,,,ìåñkìå,0.1,,
1988/5/25,4,1,9.4,12.8,6.6,,,ìåñkìå,1.1,,
1988/5/26,1,1,9.6,15,4.4,,,êº,1.9,,
1988/5/27,0,0,10.7,18.9,2.2,,,ìåñkìå,8.8,,
1988/5/28,7,4,11.7,17.7,7.7,,,ñkìå,1.3,,
1988/5/29,2,2,12.1,16.9,8.8,,,êº,8.4,,
1988/5/30,0,0,12.4,18.2,7.9,,,ñkñkêº,2.4,,
1988/5/31,0,0,14.6,21.3,6.8,,,ìåñkìå,7.6,,
1988/6/1,0,0,15.7,21.5,10.2,,,ìåñkìå,2.2,,
1988/6/2,1,1,16.4,20.7,12.1,,,ìÏêº,0,,
1988/6/3,21,6,16.2,18.3,14,,,ñkìå,0,,
1988/6/4,1,1,17.5,22,14,,,ñkñkêº,0,,
1988/6/5,7,3,13.9,17,11.8,,,êºìÏêº,0,,
1988/6/6,0,0,16.2,23,8.1,,,ìåñkìå,5.9,,
1988/6/7,4,3,18,23.5,11.8,,,êº,5.3,,
1988/6/8,0,0,16.8,22.6,12.1,,,ìåñkìå,0.1,,
1988/6/9,18,7,18.1,21.9,14.4,,,ìÏìÏêº,1.8,,
1988/6/10,1,1,14.3,16.2,13.1,,,ñkìå,0,,
1988/6/11,0,0,15.2,18.6,12.9,,,ìÏêº,0,,
1988/6/12,0,0,15.6,19.8,12.4,,,ìåñkìå,0.1,,
1988/6/13,0,0,14.7,19.2,10.4,,,ñkìå,4,,
1988/6/14,0,0,14.2,21.2,6.9,,,êºìÏêº,3,,
1988/6/15,0,0,16.7,22.5,10.4,,,ñkìå,9,,
1988/6/16,12,12,15.1,20.6,9.6,,,ìå,0,,
1988/6/17,8,3,17.8,22.3,12.9,,,ìÏìå,0.1,,
1988/6/18,18,11,15.1,22,10.1,,,ìå,3.3,,
1988/6/19,0,0,16.2,20.2,12.4,,,ñk,2.1,,
1988/6/20,0,0,16.1,21.1,10.6,,,ñkìå,3.9,,
1988/6/21,0,0,15.8,23.2,8.6,,,ñkñkìå,9.6,,
1988/6/22,0,0,16.8,24.4,9.3,,,ìå,7.6,,
1988/6/23,0,0,18.1,27.1,10.1,,,ñkìå,10.6,,
1988/6/24,9,5,17.9,21.6,12.4,,,ìÏìÏêº,0,,
1988/6/25,0,0,19.2,21.9,16.3,,,ìÏêº,0,,
1988/6/26,1,1,18.5,19.9,16.7,,,ìå,0,,
1988/6/27,0,0,18.6,20.7,16.1,,,ìåñkìå,0,,
1988/6/28,0,0,18.5,23.5,14.6,,,ìåñkìå,4.4,,
1988/6/29,0,0,19,25.2,13.5,,,ñkìå,7.6,,
1988/6/30,3,1,16.2,20,13.6,,,ìåñkìå,0,,
1988/7/1,26,5,15.7,18.8,13.6,,,ìåñkìå,0,,
1988/7/2,0,0,18.2,22.4,14.4,,,ñkìå,0.1,,
1988/7/3,1,1,16.2,19.8,14.1,,,ñkìå,0.3,,
1988/7/4,0,0,16.4,18.8,13.4,,,ñkñkìå,0,,
1988/7/5,0,0,18.6,22.4,15.5,,,ñkìå,0.2,,
1988/7/6,0,0,18.9,24.2,13.6,,,ñkìå,1.8,,
1988/7/7,6,2,18,19.9,15.1,,,ñk,0,,
1988/7/8,9,5,19,20.6,17.4,,,êºìÏêº,0,,
1988/7/9,20,6,22.3,26.1,19.3,,,ìåñkìå,0.6,,
1988/7/10,3,1,21,24.7,18.5,,,ñkñkìå,0.8,,
1988/7/11,9,3,19.4,23.2,16.9,,,ñkìå,0.8,,
1988/7/12,3,1,17.3,19.6,12.4,,,ìÏìå,0.1,,
1988/7/13,0,0,17.3,22.3,12.6,,,ñkìå,3.2,,
1988/7/14,0,0,17.3,21.5,13.8,,,ìåñkìå,2.5,,
1988/7/15,14,5,19.1,22.3,15.9,,,ìÏêº,0,,
1988/7/16,10,2,18.4,19.7,17.3,,,ìå,0,,
1988/7/17,10,3,19,20.6,17,,,ìåñkìå,0,,
1988/7/18,6,5,18,21.3,14.7,,,ìåñkìå,0,,
1988/7/19,0,0,18,21.1,14.3,,,ìå,0.4,,
1988/7/20,2,1,18.1,21.6,16.4,,,ñkìå,0,,
1988/7/21,1,1,18.2,22.1,16.3,,,ñkìå,0,,
1988/7/22,0,0,18.6,21.8,16.1,,,ìåñkìå,0.1,,
1988/7/23,0,0,17.1,19.7,14.2,,,ìå,0,,
1988/7/24,0,0,15.3,18.5,13,,,ìå,0,,
1988/7/25,0,0,16,18.5,12.9,,,ìå,0.2,,
1988/7/26,0,0,16.6,19.3,13.9,,,ìåñkìå,0.4,,
1988/7/27,17,7,15.5,17.4,14,,,ìå,0.1,,
1988/7/28,16,3,15.5,17.3,14.2,,,ñkñkìå,0,,
1988/7/29,1,1,17.4,21.9,14.5,,,ìåñkìå,2.7,,
1988/7/30,0,0,18,24.5,12.4,,,ìåñkìå,8.2,,
1988/7/31,0,0,17.3,25.5,11.2,,,ìåñkìå,7,,
1988/8/1,0,0,19,27.7,10.1,,,ñkìå,10.5,,
1988/8/2,0,0,22.4,30.7,14.2,,,ñkìå,11.2,,
1988/8/3,0,0,23.2,29.4,18,,,ìå,5.4,,
1988/8/4,0,0,23.3,29.3,17.6,,,ñkñkìå,3.7,,
1988/8/5,36,14,21.5,23.8,19.5,,,êºìÏêº,0,,
1988/8/6,25,25,22.2,26.1,19.6,,,ìåñkìå,0.2,,
1988/8/7,0,0,23.1,28,19.3,,,ñkñkêº,0.8,,
1988/8/8,0,0,22.7,28.1,17.1,,,ñkñkìå,3.9,,
1988/8/9,0,0,23,29.2,17.2,,,ñkìå,7.4,,
1988/8/10,0,0,24,28.9,17.9,,,ìå,3.8,,
1988/8/11,0,0,23.2,25.5,21.1,,,ìÏêº,0,,
1988/8/12,2,1,23.1,26.9,20.6,,,ìÏìÏìå,1.3,,
1988/8/13,0,0,23.7,28.2,19.7,,,ìåñkìå,2.9,,
1988/8/14,0,0,24.2,28.2,20.9,,,ìåñkìå,5.1,,
1988/8/15,0,0,22.5,25.8,18.1,,,ìåñkìå,2.5,,
1988/8/16,0,0,19.9,23,17.8,,,ìåñkìå,4.8,,
1988/8/17,16,12,21.5,24.6,18.1,,,ñkìå,0.3,,
1988/8/18,10,5,22.3,24.5,20.4,,,ìåñkìå,0,,
1988/8/19,0,0,23.2,28.4,18.1,,,ìå,2,,
1988/8/20,0,0,22.7,28.1,16.2,,,ìåñkìå,6.3,,
1988/8/21,3,2,22.3,27.3,18.7,,,êºìÏêº,1.6,,
1988/8/22,3,3,23,28.5,18,,,ñkìå,3.2,,
1988/8/23,11,7,23.3,27.6,18.9,,,ìåñkìå,4,,
1988/8/24,0,0,24.3,28.6,19.8,,,ìåñkìå,2.2,,
1988/8/25,3,3,23.5,29.8,19.1,,,ìÏêº,2.9,,
1988/8/26,9,4,23.6,29.4,20.6,,,ñkìå,0.6,,
1988/8/27,0,0,23.4,28.3,18.9,,,ìåñkìå,3.5,,
1988/8/28,82,52,24.2,30.1,20.6,,,ìÏêº,4,,
1988/8/29,26,14,22,24.8,20.4,,,ìåñkìå,0,,
1988/8/30,6,4,21.7,25.8,19.3,,,ñk,1,,
1988/8/31,0,0,20,23.7,15.6,,,ñkñkìå,0.4,,
1988/9/1,6,4,18.4,22.9,14.6,,,ìåñkìå,2.5,,
1988/9/2,0,0,19,24.4,14.4,,,ìåñkìå,2.9,,
1988/9/3,10,6,17.9,21.1,13.9,,,ñkìå,0.1,,
1988/9/4,0,0,17.3,22.6,13.2,,,ìå,2.8,,
1988/9/5,0,0,17.8,22.2,14.6,,,ìåñkìå,3.9,,
1988/9/6,9,2,17.7,19.5,15.6,,,ñkìå,0,,
1988/9/7,36,14,19.2,21.2,17.7,,,ñkñkìå,0,,
1988/9/8,3,2,19.3,23.4,16.1,,,ìåñkìå,1.1,,
1988/9/9,0,0,18.6,23.7,12.5,,,êºìÏêº,3.2,,
1988/9/10,0,0,17,22.3,11.3,,,ìåìÏìå,1.9,,
1988/9/11,18,3,16.2,17.3,15.5,,,ìå,0,,
1988/9/12,11,5,19.1,25.5,16.3,,,êº,1.3,,
1988/9/13,2,2,17.7,23.2,11.5,,,ñkñkìå,7.4,,
1988/9/14,0,0,17.1,24.2,10.8,,,ìåñkìå,9.7,,
1988/9/15,1,1,18.4,21.6,14.2,,,ìÏìå,0,,
1988/9/16,2,1,19.4,22.7,16.7,,,ñkñkêº,0.1,,
1988/9/17,0,0,17,20,14.7,,,ìå,0.2,,
1988/9/18,0,0,18.2,24.2,14.1,,,ìÏêº,9.5,,
1988/9/19,0,0,18.8,25.4,12.1,,,ñkñkìå,6.7,,
1988/9/20,16,8,18.6,21.9,15.4,,,ìå,0.1,,
1988/9/21,2,2,16.5,21.7,9.4,,,ñkñkêº,7.3,,
1988/9/22,0,0,14,21.4,8.1,,,ìå,8.3,,
1988/9/23,0,0,15.6,23.5,8.1,,,ìÏìå,7.8,,
1988/9/24,13,2,15.2,18.2,12.7,,,ìÏêº,0,,
1988/9/25,26,4,14.5,15.4,13.9,,,ñkìå,0,,
1988/9/26,2,2,16.1,18.7,14.2,,,ñkñkìå,0,,
1988/9/27,3,1,15.8,17.8,14.4,,,ìå,0,,
1988/9/28,0,0,15.8,16.7,14.6,,,ìå,0,,
1988/9/29,0,0,15,16.9,12.8,,,ìå,0.2,,
1988/9/30,18,11,13.9,17.2,11.4,,,ñkñkìå,0,,
1988/10/1,7,3,13.7,17.4,11.2,,,ñkñkìå,1.2,,
1988/10/2,0,0,13.8,18.7,9.3,,,ñkñkìå,4.9,,
1988/10/3,0,0,11.9,18.4,5.3,,,ñkñkêº,7.6,,
1988/10/4,0,0,9.5,16.7,3.4,,,ñkêº,8.6,,
1988/10/5,0,0,11.6,17.4,3.1,,,ìåñkìå,6.4,,
1988/10/6,36,5,14.7,16.1,13.8,,,ìÏìå,0,,
1988/10/7,2,1,15.1,17.9,12.7,,,ñkêº,2.8,,
1988/10/8,1,1,14.2,18.1,11,,,ñk,5.2,,
1988/10/9,0,0,12.7,17.2,8.1,,,ìåñkìå,1.7,,
1988/10/10,1,1,12.6,17.8,6.5,,,êºñkêº,1.7,,
1988/10/11,0,0,10.5,16.6,3.5,,,ìåñkìå,4.7,,
1988/10/12,20,4,13,18.5,8.4,,,ñkìå,0.1,,
1988/10/13,56,8,6.1,8.5,4.5,,,êºìÏêº,0.8,,
1988/10/14,12,2,10.1,13.7,5.1,,,ìÏêº,2.9,,
1988/10/15,12,2,10.9,17.3,5,,,êºìÏêº,2.1,,
1988/10/16,1,1,9.1,16.3,3,,,ñkñkêº,6,,
1988/10/17,0,0,8.8,12.7,3.1,,,ñkñkêº,0.1,,
1988/10/18,2,2,10.5,16.7,3.9,,,ñk,2.1,,
1988/10/19,0,0,7.3,14.1,2.1,,,ñkêº,5.6,,
1988/10/20,0,0,8.7,14.7,3.1,,,ìå,3.8,,
1988/10/21,2,1,9.3,15.1,5.4,,,êºìÏêº,0.5,,
1988/10/22,8,4,11,14.9,5.5,,,ìåñkìå,7,,
1988/10/23,0,0,11,13.8,9,,,ñkñkìå,6,,
1988/10/24,0,0,7,12.1,0.9,,,ìåñkìå,2.1,,
1988/10/25,0,0,6.6,14.5,-0.9,,,ñkìå,6.6,,
1988/10/26,2,1,8.2,13.8,1.1,,,êºñkêº,3,,
1988/10/27,0,0,8.6,12.8,5.1,,,ìåñkìå,2.1,,
1988/10/28,18,3,8.5,10.5,4.3,,,êºñkêº,0.3,,
1988/10/29,29,5,4.3,7.5,2.6,,,ìÏêº,1.3,,
1988/10/30,59,7,4.3,5.5,2.2,,,êºìÏêº,0.1,,
1988/10/31,2,1,5.2,9.4,-0.1,,,êºìÏêº,2.7,,
1988/11/1,0,0,5.3,12,-0.2,,,ìåñkìå,8.3,,
1988/11/2,18,4,6.6,12.4,2.8,,,êºìÏêº,0.3,,
1988/11/3,40,6,2.9,4.3,1.1,,,ìåñkìå,0,,
1988/11/4,0,0,5,9.8,0.6,,,ñkñkêº,6.6,,
1988/11/5,33,8,4.6,9.4,1,,,ìÏêº,0.1,,
1988/11/6,0,0,5.9,11.5,-0.5,,,êº,8.8,,
1988/11/7,14,7,5.7,8.6,1.3,,,êºñkêº,5.1,,
1988/11/8,0,0,3,7.7,-3,,,êº,7.3,,
1988/11/9,0,0,2,12.2,-5.3,,,ìå,8.8,,
1988/11/10,37,5,3.5,12.1,-0.3,,,êºñkêº,0,11,12
1988/11/11,44,5,0.5,2.1,-0.8,,,êºìÏêº,0,48,43
1988/11/12,6,1,6.3,12,-1.8,,,êºñkêº,1.9,44,1
1988/11/13,24,7,10.1,12.9,7.1,,,êºñkêº,2.7,11,4
1988/11/14,30,5,4.3,9,2,,,êº,3.1,0,0
1988/11/15,7,2,2.3,3.4,0.8,,,êº,0.1,0,0
1988/11/16,20,6,3.7,6.8,-0.8,,,ìÏêº,1.8,0,0
1988/11/17,1,1,2.6,4,0.1,,,ñkìå,0,0,0
1988/11/18,1,1,2.2,5.3,0,,,ñkìå,2.5,0,0
1988/11/19,7,1,2.5,5.8,0.5,,,ìÏìå,0.5,0,0
1988/11/20,0,0,1.7,5.1,-1.9,,,ñkìå,0.8,0,0
1988/11/21,1,1,0.5,4.4,-3.6,,,ìå,3.4,0,0
1988/11/22,1,1,2.2,5.3,-2.8,,,êº,0.7,0,0
1988/11/23,0,0,3.2,9.1,-4,,,ìåñkìå,5.1,0,0
1988/11/24,11,2,6.7,10.1,1.6,,,êºñkêº,0,0,0
1988/11/25,50,6,0.1,1.4,-0.8,,,êº,0,44,52
1988/11/26,41,4,-0.1,0.3,-0.7,,,ìÏìå,0,67,35
1988/11/27,1,1,-1.3,0.8,-3.9,,,êºñkêº,0.6,64,9
1988/11/28,0,0,-1.4,3.9,-5.7,,,ìå,8.3,50,9
1988/11/29,1,1,1.6,4.9,-0.5,,,ñkìå,0.5,45,4
1988/11/30,4,1,1.8,3.9,0.6,,,ñkìå,0.1,41,1
1988/12/1,25,3,1.4,3.9,0.1,,,êºñkêº,1.2,36,5
1988/12/2,1,1,1.8,2.7,0.2,,,êºñkêº,1.2,32,8
1988/12/3,0,0,0.4,5.5,-3.4,,,ñkñkìå,8.2,29,3
1988/12/4,0,0,-0.2,5.5,-5.9,,,êºìÏêº,6.3,28,5
1988/12/5,23,6,1,4.2,-1.3,,,ìåñkìå,0.7,46,23
1988/12/6,3,1,1,6.2,-1,,,ìåìÏìå,1.9,48,3
1988/12/7,0,0,6.1,10.6,2.5,,,ìåñkìå,2.9,38,4
1988/12/8,0,0,4.7,11.5,1.1,,,êºìÏêº,3.9,31,4
1988/12/9,15,4,3.2,7.6,0.1,,,ñkêº,0.1,26,5
1988/12/10,30,3,-0.4,0.9,-1.7,,,ñkñkêº,0.1,55,41
1988/12/11,25,3,0.4,2.9,-0.9,,,ìåñkìå,0,67,30
1988/12/12,4,1,1.1,4.9,-2.3,,,ìåìÏìå,2.3,62,1
1988/12/13,0,0,0.4,8.2,-2.4,,,ìÏìÏìå,7.1,49,6
1988/12/14,18,3,0.6,7,-4.8,,,êº,2.2,48,5
1988/12/15,30,3,0,3.7,-2.1,,,êºìÏêº,0,71,32
1988/12/16,35,4,-2.3,-1.4,-3.2,,,êºìÏêº,0,111,48
1988/12/17,20,3,-2.9,-0.2,-4.5,,,êº,0,121,20
1988/12/18,25,4,2,4.9,0.1,,,êº,0.7,111,11
1988/12/19,1,1,1.6,2.9,0.1,,,ñkìå,0,87,2
1988/12/20,35,6,1.6,5.4,-0.2,,,êºñkêº,0.1,81,11
1988/12/21,17,2,-1.7,0.2,-3.6,,,êº,0,105,30
1988/12/22,5,1,-2.5,-1.7,-3.6,,,êº,0,107,9
1988/12/23,0,0,0.2,2.6,-2.5,,,ñk,2.3,104,0
1988/12/24,14,2,0.3,6.9,-5.8,,,êºñkêº,2.5,93,3
1988/12/25,20,3,-2,0.7,-3.3,,,ìÏêº,0,115,28
1988/12/26,6,2,-1.7,-0.9,-2.9,,,ìåñkìå,0,118,12
1988/12/27,2,1,-2,0.4,-4.6,,,ñkìå,0,114,9
1988/12/28,11,3,-3.5,1,-5.9,,,êº,0.5,121,24
1988/12/29,9,1,-3.3,-1.8,-5.5,,,ñkìå,0.1,140,28
1988/12/30,0,0,-0.9,0.3,-2.5,,,ñkìå,0,131,1
1988/12/31,0,0,0.2,3.6,-3.5,,,ñk,0.5,121,2
1989/1/1,19,3,0.7,5.4,-1.6,,,êº,0,122,15
1989/1/2,0,0,0.2,4.4,-6.3,,,ñkêº,5.1,119,2
1989/1/3,26,3,-0.3,5,-5.7,,,ñkñkêº,0,117,18
1989/1/4,10,3,-2.7,-1.4,-3.4,,,ê√â∏,0,137,28
1989/1/5,4,1,-1.1,1.3,-3.3,,,ìå,0,137,10
1989/1/6,0,0,1.9,3.9,-2.5,,,ñkìå,2.7,133,1
1989/1/7,0,0,-1.7,2.2,-6.8,,,ñk,0.1,119,4
1989/1/8,1,1,1.2,2.7,-1.2,,,êºñkêº,0,117,3
1989/1/9,0,0,2,5.4,-1.9,,,ìÏìÏêº,2.9,113,4
1989/1/10,0,0,3.2,6.1,0.7,,,ñkìå,3.2,108,2
1989/1/11,1,1,1.9,5.3,0.5,,,ìÏìå,0,103,3
1989/1/12,8,2,1.2,2.6,-0.1,,,ñkìå,0.1,100,0
1989/1/13,7,1,-1.1,0,-2.5,,,ñkñkêº,0,103,18
1989/1/14,6,2,-2.5,-0.7,-5.2,,,ñkìå,1.1,126,25
1989/1/15,0,0,-6,-2.5,-9.4,,,ñkìå,5.7,124,2
1989/1/16,4,2,-2.4,2.8,-8,,,êºñkêº,3.3,114,5
1989/1/17,1,1,-0.3,2.1,-6.5,,,ñkìå,3.9,113,3
1989/1/18,0,0,-3.4,4.2,-9.8,,,ñkêº,7.9,108,6
1989/1/19,19,3,1.1,3.7,-0.6,,,ñkìå,0,109,6
1989/1/20,20,3,2,3.5,0.7,,,ñk,0,105,4
1989/1/21,17,2,2,4.3,-0.3,,,êº,0,103,8
1989/1/22,2,1,-3.1,-1.1,-7.6,,,êºìÏêº,0.6,109,8
1989/1/23,5,1,-2.8,0.7,-9,,,ìåìÏìå,0,117,17
1989/1/24,15,2,-0.1,1.3,-0.6,,,ñkìå,0,131,27
1989/1/25,5,1,-3,-1,-9.1,,,ñkêº,0,137,14
1989/1/26,0,0,-1.6,5.4,-12.1,,,ìÏìÏêº,6.4,133,7
1989/1/27,30,4,-1.1,1.8,-3.5,,,êºìÏêº,0,144,28
1989/1/28,23,3,-5.3,-2.6,-7.3,,,êº,0,164,27
1989/1/29,12,3,-2.6,-0.1,-5.7,,,êº,0.9,167,18
1989/1/30,1,1,-2.1,2,-8.9,,,êº,8.7,163,2
1989/1/31,0,0,-1.7,8,-9.6,,,ñkìå,5.9,156,3
1989/2/1,10,2,-0.5,1.4,-2.3,,,ñkìå,0,158,27
1989/2/2,10,2,-3.1,-2,-5.1,,,êº,0,173,25
1989/2/3,26,2,-4.9,-3.8,-5.9,,,ìå,0,223,58
1989/2/4,5,1,-2.3,0.4,-4.8,,,ñkìå,0.3,221,3
1989/2/5,1,1,0.5,1.7,-0.9,,,ìåìÏìå,0,204,5
1989/2/6,6,1,1.2,4,-0.1,,,ñkìå,0.7,189,4
1989/2/7,0,0,0.6,4.5,-6.3,,,êºìÏêº,8,178,2
1989/2/8,0,0,-1.3,3,-6.4,,,ñkìå,0.1,169,2
1989/2/9,10,2,1.3,3.3,0.2,,,ñkìå,0.4,167,3
1989/2/10,12,2,0.1,1.6,-2.1,,,ñkìå,0.2,173,22
1989/2/11,17,3,-2.8,-0.5,-6.7,,,êºìÏêº,0.1,198,36
1989/2/12,3,1,-3,-0.8,-6.3,,,ñk,0,195,16
1989/2/13,3,1,-0.6,1.4,-2.3,,,ñkìå,2.1,187,8
1989/2/14,0,0,-0.1,1.9,-6.6,,,ñkñkêº,2.3,175,4
1989/2/15,0,0,-2.3,4.4,-9.9,,,ñkìå,9.4,173,6
1989/2/16,14,2,2.9,5.6,1.1,,,ñkñkìå,0,172,3
1989/2/17,1,1,1.6,3.9,0.5,,,ìåñkìå,0.7,166,1
1989/2/18,5,1,0.4,2,-0.1,,,ìåñkìå,0,166,10
